cell_id,lat_c,lon_c,rate_mc_yr,rate_all_mc_yr,rate_m5.0_yr,rate_all_m5.0_yr,p_1d,p_all_1d,p_7d,p_all_7d,p_30d,p_all_30d,p_90d,p_all_90d
3024,35.875,31.125,1.215238017259515,1.3918983555880975,0.013879985375700567,0.014874253670796823,3.800060684489015e-05,4.0722657930647443e-05,0.0002659739248662696,0.00028502378284578356,0.0011393902680181256,0.001220958636355185,0.0034142776526739915,0.003658405509222473
1006,35.375,26.625,2.3416087181385907,3.3276632003738364,0.02674496214056137,0.03556043181933572,7.322103485751796e-05,9.735441699842973e-05,0.000512434670022377,0.0006812819157484551,0.0021943004645611497,0.002916513374820018,0.006568467095554031,0.008724046781672934
27024,41.875,31.125,0.009091684274464787,0.009220989694601365,0.00010384175196776252,9.853833023270861e-05,2.8430318199657023e-07,2.6978320855075566e-07,1.9901205762229424e-06,1.8884809317443185e-06,8.529060298245739e-06,8.0934645974029e-06,2.5586962660639756e-05,2.4280197280401872e-05
13010,38.375,27.625,0.640484134191119,0.9850542211263698,0.00731536562359086,0.010526592193818742,2.0028178964071053e-05,2.881982342461953e-05,0.00014018882934252463,0.00020172132258311493,0.0006006709108752339,0.0008642334966368903,0.0018009305327216785,0.002590460436796005
14008,38.625,27.125,1.5945021226678715,2.630262043397966,0.018211795409480952,0.02810778868808968,4.98599353490059e-05,7.695197042945079e-05,0.00034896734550515784,0.000538539455232856,0.0014947171478273402,0.002305985063478122,0.004477452244892044,0.006902014751325569
29002,42.375,25.625,0.07115518729634407,0.0801383128078334,0.00081270742443172,0.000856382643651981,2.2250691862346628e-06,2.3446451463682294e-06,1.5575380334365008e-05,1.6412400580145814e-05,6.674992197541751e-05,7.033696309011184e-05,0.000200236399567566,0.0002109960477530981
29000,42.375,25.125,0.05337037941944816,0.05982061317467155,0.0006095761285579801,0.0006392614600990222,1.6689270907477294e-06,1.7502009601599866e-06,1.1682431143578142e-05,1.2251342393687636e-05,5.006660112760741e-05,5.2504696331667766e-05,0.00015019228351453862,0.00015750581891027515
29001,42.375,25.375,0.06359588751682,0.07036619228414433,0.0007263679840092234,0.0007519547599725457,1.988685179310501e-06,2.058737812227207e-06,1.3920713203385837e-05,1.4411075679787722e-05,5.965883504388536e-05,6.176029069904221e-05,0.0001789658278142925,0.00018526942933227986
28002,42.125,25.625,0.09629282038091434,0.11523597004272522,0.0010998198868778749,0.0012314469972138358,3.011138209552122e-06,3.371512447114533e-06,2.107777706150671e-05,2.360034842185943e-05,9.033020227133814e-05,0.00010114042888087482,0.00027096612891475136,0.00030339059951833836
28003,42.125,25.875,0.1165546980245346,0.14674392768194094,0.0013312433293504004,0.0015681507174911693,3.6447389550886555e-06,4.293353459750016e-06,2.5512893720436303e-05,3.005308713055488e-05,0.00010933639025489938,0.0001287925858094452,0.0003279733087332426,0.00038632799697435605
